appearance_id,scored_flag
3598087_288233,4.3646221593920536e-05
2577964_171424,0.850565314514544
4676659_855731,0.6341287347823654
3201275_468198,0.8469505937146311
4103610_324804,0.4896660288736836
4103561_434433,0.7412050531095206
3081032_275303,1.4014997722488354e-05
3844834_317806,0.854008819612937
3912544_111455,0.41674993961176066
4374212_602124,0.00012951564367101384
3394590_315283,0.008073138528774795
2578017_29594,0.8770813722726556
4373553_335631,0.462163393980802
2604333_134883,0.4835365393430733
4646042_633850,0.465069729100087
3588836_424051,0.00022253801372325627
3748484_336104,3.628558875705549e-05
4361517_272855,0.0003073181171825807
4645951_527966,0.3500746991683981
2382298_197157,0.07883960424608127
3420976_167722,0.7762420047161842
4625799_346483,0.567660268339175
3840425_297212,0.4963684782058946
3580223_68983,0.46192876268737976
4109487_468332,0.052294327649701766
2223997_74615,0.0525883862964745
2844517_405176,0.00018072750107998522
4090231_68980,0.3804987554503261
3462163_289651,0.17586864590841458
2765895_213980,0.47908148887489455
4445429_401923,0.9779362114345382
2720887_442424,0.3925570937345167
2223966_126540,0.06716056177347646
2482157_127128,2.4689483700523733e-05
2594741_69751,0.30285999723194057
2250169_38497,0.8019030456469014
3080321_331089,0.00044355138031080903
2899742_255501,0.12604455671585346
2818490_316125,0.4268404041934575
3252461_409344,0.000210872593207397
4066664_289059,0.3930309119488203
2494505_46236,0.3689628169377692
2243876_33570,0.1714593658969221
4120938_334816,0.1287376763834121
3464289_51897,0.3485041136612292
4261022_197747,0.20383917520872152
2332196_28973,0.00010104755720260228
3716663_85825,0.8089822453963191
3211832_238367,0.6276439180165257
4361270_557459,0.12490360428570829
2872172_8806,0.45936512369340743
3602640_419845,0.6019761538345207
3840406_708678,0.13209281619852947
3840081_170934,0.3208540077667773
3889054_104977,0.6591212012516382
4112957_188888,6.524279852184955e-05
3451101_338425,0.529158053841463
4393352_703720,0.00031705453339624215
3412907_206542,0.7611193582959124
4367873_591880,4.648112896437571e-05
2247088_21327,0.0010025820614123209
4103549_417575,0.21469058343823008
4129621_278654,0.5395615281865496
3394608_392777,0.2374015630243746
3621548_267433,0.00012003098753392097
3860251_181410,9.294110039356735e-05
2486587_234803,0.10043420940875948
4634363_957874,0.7845728406336795
2469548_92899,0.00010919744554638225
2557606_121137,0.3543572419501731
4368780_451788,0.5807242646413321
2883782_188911,5.421300752464607e-05
4641461_232219,0.051252892020968784
2460763_36182,0.9385074102544128
2321178_1073,0.3911070940228074
2726775_255744,0.26079562056846123
4364495_221992,0.00019720159700991176
2289313_96788,0.12374518988709335
2289382_127826,0.8850892687570762
3851109_174915,0.5880152836535661
2897160_294808,0.6934785229420807
3201775_74861,0.30545841293782233
3886312_255508,0.5802209299047238
4445438_1067225,0.2263901101721036
4648353_482102,0.3510389661482415
4095262_404842,0.12883182165285115
2865031_265625,0.3272155497959689
4393144_306462,0.09517930764122082
2470284_85213,0.002119835845608469
4635204_187718,0.03890234985423594
2872156_57500,6.682746436863843e-06
3415336_163724,0.011282376819487324
2351931_45397,0.48855179072621935
4626024_1012534,0.040443948276049066
2244025_2587,0.0001934864298728552
3707317_65318,0.25012452753467895
2875139_152241,0.4136914625371507
3412976_44466,0.23608822233211496
3081365_111196,0.23388074919018997
4208071_388519,0.00034656213973204334
3592062_433177,0.7109973804164736
3592157_112988,0.19665017440735386
2262505_171209,0.7989162013897719
4103762_25488,0.0009855903031410435
2609677_5686,2.778300312056464e-05
4665011_491296,0.15412821206109678
4647846_295024,0.37794263558607005
2460721_48298,0.6369224181590396
2650365_130149,2.1663930475288482e-05
3598300_272704,0.22772182853943096
2329443_46007,0.8568962489116692
2897399_286949,2.4897500576053613e-05
4367828_315211,7.970770345293688e-05
2698428_126665,0.06220921399003497
2925750_119434,0.6209177448539721
2698107_86792,0.4647614859144715
4361476_333241,0.8549112585455884
2330917_35748,0.26686948489822393
2222595_49589,0.2659350316080921
4095299_392757,0.1274685513967459
